"","0.5:1e-04","0.5:1e-05","0.5:1e-06","0.75:1e-04","0.75:1e-05","0.75:1e-06","0.9:1e-04","0.9:1e-05","0.9:1e-06"
"0",0,0,0,0,0,0,0,0,0
"0.01",2.62225335334598e-07,2.33707629915259e-08,2.1275435857504e-09,4.93744831686627e-08,4.39695768683634e-09,4.00012689638629e-10,8.41158298570122e-09,7.48961781482649e-10,6.81280587500055e-11
"0.02",1.08552869937384e-06,9.70354252505246e-08,8.85498574465515e-09,1.98797196926392e-07,1.77135381917992e-08,1.61222923900084e-09,3.36840449977061e-08,2.99949409754419e-09,2.72865396944155e-10
"0.03",2.58475205505704e-06,2.32198094973768e-07,2.12749831085546e-08,4.52199134026721e-07,4.03305059348824e-08,3.67357055885975e-09,7.59306899578149e-08,6.7625565147722e-09,6.15273387793991e-10
"0.04",4.96845351982689e-06,4.49439234384563e-07,4.14128537018499e-08,8.16243404866412e-07,7.28947123773693e-08,6.64687105356165e-09,1.35340905482728e-07,1.20564747074781e-08,1.0971278330274e-09
"0.05",8.56687766592756e-06,7.81880612810149e-07,7.25701786441491e-08,1.30049520086217e-06,1.16337832922753e-07,1.0622872137489e-08,2.12180987890775e-07,1.89070314959849e-08,1.72092762262821e-09
"0.06",1.38758134174966e-05,1.28026887435961e-06,1.19886881533304e-07,1.91766535684312e-06,1.71903349333036e-07,1.57231047070994e-08,3.06795301163731e-07,2.73475933010303e-08,2.4899091677355e-09
"0.07",2.16215679558207e-05,2.02073680677373e-06,1.91219031830947e-07,2.68393325197902e-06,2.41182555371644e-07,2.2103753494207e-08,4.19607774748698e-07,3.74192755669966e-08,3.4080631650113e-09
"0.08",3.28545514793888e-05,3.11638287187055e-06,2.98483284089102e-07,3.61935661419288e-06,3.26160613739468e-07,2.99606316422896e-08,5.51123747638549e-07,4.91711450445464e-08,4.48015657905643e-09
"0.09",4.90818356804201e-05,4.734336787382e-06,4.59697079513433e-07,4.74837774999681e-06,4.29273982915923e-07,3.95354265991799e-08,7.01932164615116e-07,6.26604621523086e-08,5.71175851060701e-09
"0.1",7.24526602176034e-05,7.12070976205403e-06,7.02058315038556e-07,6.100437858092e-06,5.53480844156518e-07,5.1123421274113e-08,8.72708133203837e-07,7.79529634176157e-08,7.10926950642232e-09
"0.11",0.000106015337460907,1.06368358399056e-05,1.06657579324043e-06,7.71071342098306e-06,7.02346521941344e-07,6.5082943589978e-08,1.06421585455152e-06,9.51231859946944e-08,8.67995719744385e-09
"0.12",0.000154069416392733,1.58115870152464e-05,1.61500561679517e-06,9.62099124679483e-06,8.80146299064855e-07,8.18468494090396e-08,1.27731193566571e-06,1.14254834815419e-07,1.04319950455789e-08
"0.13",0.000222643283539492,2.34163991279512e-05,2.44020080508722e-06,1.18807015873079e-05,1.09198850029024e-06,1.01936413643422e-07,1.51294910044619e-06,1.35441195814323e-07,1.23745065305769e-08
"0.14",0.000320134409022232,3.45721039441971e-05,3.68148516993738e-06,1.45481319216989e-05,1.34396125761604e-06,1.25978077636368e-07,1.77218031138793e-06,1.58785596338085e-07,1.45176151100657e-08
"0.15",0.00045815674337224,5.08998597676946e-05,5.54737555147344e-06,1.76918475127685e-05,1.64330699559123e-06,1.54723592493688e-07,2.05616332038527e-06,1.84401913738697e-07,1.68724981763901e-08
"0.16",0.000652646530960865,7.47325362281392e-05,8.34897361945419e-06,2.13923487371037e-05,1.99862939664897e-06,1.89074206624618e-07,2.36616566462455e-06,2.12415137701427e-07,1.94514487850128e-08
"0.17",0.000925282749633771,0.000109407932990635,1.25487236538602e-05,2.57439995184905e-05,2.42013843465561e-06,2.30109670540379e-07,2.70357013010258e-06,2.42961985863488e-07,2.2267941490739e-08
"0.18",0.00130527965338245,0.000159671216404811,1.88310999827968e-05,3.08572659637463e-05,2.9199400304325e-06,2.79122981394764e-07,3.06988070175596e-06,2.76191577830431e-07,2.53367058444809e-08
"0.19",0.00183160397799476,0.000232220826560825,2.82042783538161e-05,3.68613095739212e-05,3.51237798301707e-06,3.37661967941827e-07,3.46672902484801e-06,3.1226616947766e-07,2.86738065513603e-08
"0.2",0.00255565513100575,0.000336439507378383,4.21451000600648e-05,4.3906985177089e-05,4.21443710552083e-06,4.07579024419569e-07,3.89588140370378e-06,3.51361952311002e-07,3.22967305121935e-08
"0.21",0.0035444195184875,0.000485359394707729,6.28037898420253e-05,5.21703000539997e-05,5.04621795904825e-06,4.91090548004891e-07,4.35924636255081e-06,3.93669921328055e-07,3.6224482524716e-08
"0.22",0.00488406634730498,0.000696916181660789,9.32900370171907e-05,6.18563975914865e-05,6.03149524724955e-06,5.90847924031301e-07,4.85888280066238e-06,4.39396814155835e-07,4.04776878681901e-08
"0.23",0.0066838885879652,0.000995550643941967,0.000138068213445752,7.32041362244695e-05,7.19837385643185e-06,7.10022245664632e-07,5.39700877166815e-06,4.88766128681206e-07,4.50787058792201e-08
"0.24",0.00908040753745687,0.00141421400260977,0.000203496558955907,8.64913423922475e-05,8.58005870596479e-06,8.52405354967445e-07,5.9760109206719e-06,5.4201922194963e-07,5.00517505219733e-08
"0.25",0.0122413534657658,0.00199682383819499,0.000298552765116922,0.000102040824714766,1.02157570618377e-05,1.02253026090793e-06,6.59845461659092e-06,5.99416495994376e-07,5.54230236149422e-08
"0.26",0.016369113039572,0.00280119612203922,0.000435795851607024,0.000120227245543614,1.21517347800859e-05,1.22581454331527e-06,7.26709481624344e-06,6.61238676702425e-07,6.12208574946038e-08
"0.27",0.0217031067665211,0.00390244271867723,0.00063262042964396,0.000141484955385685,1.4442551130589e-05,1.46873099260425e-06,7.98488770326067e-06,7.27788191934309e-07,6.74758692253974e-08
"0.28",0.0285204429808821,0.00539676902655362,0.000912862700973793,0.000166316905326425,1.71525004332151e-05,1.75901048615756e-06,8.75500314390099e-06,7.99390654337984e-07,7.42211286874905e-08
"0.29",0.0371341115767289,0.00740553092070872,0.00130881553107809,0.000195304762364734,2.03572927579554e-05,2.10588297566705e-06,9.58083800717269e-06,8.76396457405448e-07,8.14923392100653e-08
"0.3",0.0478879585262219,0.0100793136368995,0.00186369970531164,0.000229120362327029,2.41460104247748e-05,2.52036347259121e-06,1.04660303983373e-05,9.59182490878341e-07,8.93280325264811e-08
"0.31",0.0611477510362736,0.0136016808954512,0.00263461655501862,0.000268538644530691,2.86233820311343e-05,3.01559109538996e-06,1.14144748576406e-05,1.04815398438429e-06,9.77697798276722e-08
"0.32",0.077287830078597,0.0181921183054233,0.00369596985008214,0.000314452221335859,3.39124212505038e-05,3.6072305968915e-06,1.24303385812263e-05,1.1437464880748e-06,1.06862419690934e-07
"0.33",0.0966731697768538,0.0241075745389221,0.00514328886372895,0.000367887743833117,4.01574837237684e-05,4.31394735667112e-06,1.35180787215194e-05,1.24642799836927e-06,1.16654302884101e-07
"0.34",0.119637122861513,0.0316419066415436,0.00709730766550531,0.000430024231747872,4.75278020095615e-05,5.1579686199954e-06,1.46824608295848e-05,1.35670124012943e-06,1.27197558152936e-07
"0.35",0.146455705621015,0.0411224872401739,0.00970805808728703,0.000502213540753194,5.62215657868848e-05,6.1657458261255e-06,1.5928578507185e-05,1.47510611514523e-06,1.38548376993342e-07
"0.36",0.177319913871654,0.0529032595571592,0.0131586190468103,0.000586003143210223,6.6470622309911e-05,7.36873522166892e-06,1.72618743349284e-05,1.60222232770124e-06,1.5076732207131e-07
"0.37",0.212308184598205,0.0673536584367346,0.017668041369717,0.000683161398307486,7.85458804671846e-05,8.80431663574655e-06,1.8688162152336e-05,1.73867220043533e-06,1.63919659179612e-07
"0.38",0.25136162507385,0.0848430729558985,0.0234928489758801,0.000795705483940701,9.27635106806601e-05,1.05168733341987e-05,2.02136507676531e-05,1.88512369236893e-06,1.78075714618586e-07
"0.39",0.294264912239002,0.10572091632642,0.0309264242594457,0.000925932154714149,0.00010949204220434,1.25590593089697e-05,2.18449691767875e-05,2.04229363331976e-06,1.93311260887619e-07
"0.4",0.340635719570111,0.130292879421825,0.0402955426951992,0.00107645147731883,0.000129160469075074,1.49932842280487e-05,2.35891933800803e-05,2.21095118890791e-06,2.09707931797531e-07
"0.41",0.389925088673495,0.158794537962981,0.0519533567918832,0.00125022367536065,0.000152267485899027,1.78934506145367e-05,2.54538748867272e-05,2.39192157314161e-06,2.27353670112507e-07
"0.42",0.441430314427994,0.191364095870173,0.0662682687087488,0.00145059918954382,0.000179391984660437,2.13469826660928e-05,2.74470710015517e-05,2.58609002279364e-06,2.46343208609723e-07
"0.43",0.494320710791352,0.228016590778972,0.0836083933532223,0.00168136202498748,0.000211204953609601,2.5457191507483e-05,2.95773769964924e-05,2.7944060535523e-06,2.66778589996797e-07
"0.44",0.547675197039627,0.268622260603902,0.104321705229221,0.00194677641439767,0.000248482928767446,3.0346027618533e-05,3.18539602702783e-05,3.01788801626568e-06,2.88769724243743e-07
"0.45",0.600529179750308,0.312891872443494,0.128712468457408,0.00225163677288431,0.000292123157355162,3.61572777055619e-05,3.42865966098671e-05,3.25762797248608e-06,3.12434991323052e-07
"0.46",0.651926926544959,0.360371568729439,0.157015131498604,0.00260132085650444,0.000343160640152163,4.30602704241112e-05,3.68857086670005e-05,3.51479691151901e-06,3.37901887581538e-07
"0.47",0.700974750650145,0.410449154135154,0.189367461837824,0.0030018459613389,0.000402787225948775,5.12541630860452e-05,3.96624067747764e-05,3.79065033218051e-06,3.65307723515507e-07
"0.48",0.746890019587412,0.462372753016932,0.225785215212354,0.00345992791241889,0.000472372935396703,6.09728898126605e-05,4.2628532231026e-05,4.0865342124663e-06,3.94800373282322e-07
"0.49",0.789041349478637,0.515281500497491,0.266140980992463,0.0039830424916717,0.000553489693064346,7.24908604649022e-05,4.57967031830542e-05,4.4038913938893e-06,4.26539082165611e-07
"0.5",0.826976322217154,0.568246542282592,0.310149925558132,0.00457948884106019,0.000647937644737362,8.61295090683889e-05,4.91803632539645e-05,4.74426840646469e-06,4.60695334658645e-07
"0.51",0.860434529613227,0.620319303846237,0.357364896802442,0.00525845425139926,0.000757774231211372,0.000102264800245777,5.27938330578959e-05,5.10932276565068e-06,4.97453789494173e-07
"0.52",0.889345482431882,0.670582955900075,0.407182724598634,0.0060300796094841,0.000885346179228752,0.000121335812280354,5.66523647583805e-05,5.50083077033303e-06,5.37013284507282e-07
"0.53",0.913812653239145,0.718202431316547,0.458862580172262,0.00690552462715899,0.00103332455392391,0.00014385452569321,6.07721998285848e-05,5.92069583460475e-06,5.79587917659552e-07
"0.54",0.934086387037187,0.762468356836224,0.511556030928032,0.00789703181734236,0.00120474299427631,0.000170416956442598,6.51706301841859e-05,6.37095739008942e-06,6.25408210108702e-07
"0.55",0.950529406686836,0.802830877776187,0.564347093185255,0.00901798801592857,0.00140303922265861,0.000201715782791156,6.98660628597469e-05,6.85380039322503e-06,6.74722356763802e-07
"0.56",0.963579048764466,0.838920500418627,0.616299329446075,0.0102829820777179,0.00163209988066793,0.000238554624239273,7.48780884146649e-05,7.37156547891971e-06,7.27797570543309e-07
"0.57",0.97371018637769,0.870554587579791,0.666506054771032,0.0117078572025642,0.00189630869508239,0.000281864139337396,8.022755325654e-05,7.92675980043622e-06,7.84921527996474e-07
"0.58",0.981402125263166,0.897729788323308,0.714139177915234,0.0133097561790029,0.00220059791910576,0.000332720116225538,8.59366360791425e-05,8.52206860046945e-06,8.46403923393524e-07
"0.59",0.987111766032269,0.920602213831799,0.758492215829741,0.0151071576717005,0.00255050292423209,0.000392363734923018,9.20289286223674e-05,9.16036755960192e-06,9.12578138612119e-07
"0.6",0.991254207104992,0.939458366804058,0.799013607906019,0.0171199015318061,0.00295221973640147,0.000462224183130244,9.85295209657844e-05,9.84473597187563e-06,9.83803037923892e-07
"0.61",0.99419090703208,0.954680538233868,0.835327546739644,0.0193692009820715,0.00341266521613171,0.000543943806956881,0.000105465091577606,1.05784707993273e-05,1.06046489689593e-06
"0.62",0.996224674783813,0.9667105426104,0.867240977613075,0.0218776394283509,0.00393953947573811,0.000639405973857921,0.000112864002350221,1.13651016606653e-05,1.14297947373387e-06
"0.63",0.997600192862059,0.976015306803926,0.894736983988456,0.0246691495832261,0.00454139000764009,0.000750765816327492,0.000120756398858446,1.22084068125972e-05,1.23179423605624e-06
"0.64",0.998508516700181,0.983057076234423,0.91795623784085,0.0277689725637357,0.00522767686651338,0.000880484010750915,0.000129174316087721,1.31124301865349e-05,1.32739075064947e-06
"0.65",0.9990939973306,0.988270021285619,0.937169343938761,0.0312035946513365,0.00600883810551656,0.0010313637253142,0.000138151789887186,1.40814995430727e-05,1.43028725108074e-06
"0.66",0.999462271543641,0.992043996820026,0.952743601127553,0.0350006594859739,0.006896354514348,0.00120659084310082,0.000147724974409846,1.51202458174016e-05,1.54104139427069e-06
"0.67",0.999688271395148,0.994715285506429,0.965107881716623,0.0391888536147125,0.00790281254637837,0.00140977753050031,0.000157932265812066,1.62336237232719e-05,1.66025321957086e-06
"0.68",0.999823545817156,0.996563452107365,0.974719022301139,0.0437977635352675,0.00904196415606673,0.00164500917585775,0.000168814432491726,1.74269336968846e-05,1.78856832566687e-06
"0.69",0.999902502339583,0.997813003636981,0.982032431358984,0.0488577026713506,0.0103287820994963,0.00191689466801437,0.000180414752151914,1.87058452582045e-05,1.92668127885209e-06
"0.7",0.999947430710413,0.998638386848593,0.987478704047958,0.054399507093881,0.0117795090840255,0.00223061991817719,0.000192779155988254,2.00764218759586e-05,2.07533927176762e-06
"0.71",0.999972348562773,0.999170914970035,0.991447059824227,0.0604542992618382,0.0134116989923131,0.0025920044507115,0.00020595638030052,2.15451474266937e-05,2.23534604704145e-06
"0.72",0.999985815106234,0.999506431042417,0.994275532612477,0.0670532195986187,0.0152442482566288,0.00300756079843134,0.000219998125842835,2.31189543412613e-05,2.40756610692117e-06
"0.73",0.999992905280385,0.999712811095894,0.996247153471567,0.0742271263414054,0.0172974153272982,0.00348455633545142,0.000234959225228981,2.4805253537874e-05,2.59292922766274e-06
"0.74",0.99999654119646,0.999836721211012,0.997590926454675,0.0820062647965526,0.019592826070881,0.00403107706564243,0.000250897818719897,2.66119662478692e-05,2.79243529999196e-06
"0.75",0.999998356834168,0.999909320564573,0.998486212629263,0.0904199078944994,0.0221534628562058,0.00465609275751,0.00026787553872476,2.85475578415406e-05,3.00715951828678e-06
"0.76",0.999999239520462,0.999950820673849,0.999069167486886,0.0994959707511039,0.0250036350469948,0.00536952267764268,0.000285957703355155,3.06210737708312e-05,3.23825794257271e-06
"0.77",0.999999657206614,0.999973960546549,0.999440061526966,0.109260602793069,0.0281689286259674,0.00618230102595263,0.000305213519376513,3.28421777501253e-05,3.48697345875504e-06
"0.78",0.999999849545064,0.999986543246799,0.999670583669474,0.119737761874532,0.0316761327343956,0.00710644101852387,0.000325716294904854,3.522119230015e-05,3.75464216484378e-06
"0.79",0.999999935716131,0.999993214308646,0.999810519984329,0.130948775678082,0.0355531410301161,0.00815509640033341,0.000347543662205574,3.77691417901005e-05,4.0427002110377e-06
"0.8",0.999999973269099,0.999996662032759,0.999893469042888,0.142911896531922,0.0398288259524289,0.00934261900340649,0.000370777810948963,4.04977981163235e-05,4.35269112597503e-06
"0.81",0.999999989184725,0.999998398616606,0.999941471677902,0.15564185655879,0.0445328842395368,0.0106846107997808,0.000395505732285528,4.34197291628857e-05,4.68627366057017e-06
"0.82",0.999999995743309,0.999999250921691,0.999968586183955,0.16914943077346,0.0496956523773929,0.0121979687373096,0.000421819474101803,4.65483501981279e-05,5.04523018507452e-06
"0.83",0.999999998370639,0.999999658435076,0.999983532452474,0.183441016334987,0.0553478910704855,0.0139009204948825,0.00044981640782249,4.98979783651876e-05,5.43147567566571e-06
"0.84",0.999999999393578,0.999999848214263,0.999991570874621,0.198518236608747,0.0615205383157091,0.0158130491577233,0.00047959950712062,5.34838904345802e-05,5.8470673309774e-06
"0.85",0.999999999780595,0.999999934279669,0.999995788123858,0.214377578974275,0.0682444312281926,0.0179553046993042,0.000511277638899355,5.73223839906989e-05,6.29421485809356e-06
"0.86",0.999999999922849,0.99999997228079,0.999997945980633,0.231010075402871,0.0755499974082989,0.020350000070806,0.000544965866906555,6.14308422366427e-05,6.77529147508071e-06
"0.87",0.999999999973639,0.99999998861384,0.999999022610114,0.24840103470257,0.0834669173446329,0.0230207896490372,0.000580785768334868,6.58278026041126e-05,7.29284567391186e-06
"0.88",0.99999999999125,0.999999995445993,0.999999546302883,0.266529834970809,0.0920237601084021,0.0259926277865421,0.000618865763762466,7.05330293659934e-05,7.84961379607374e-06
"0.89",0.999999999997179,0.999999998226887,0.999999794599504,0.285369784195983,0.101247595396359,0.0292917052504956,0.000659341460774732,7.55675904567932e-05,8.44853347081731e-06
"0.9",0.999999999999117,0.999999999328087,0.999999909326898,0.30488805610447,0.111163585806234,0.0329453614368378,0.000702356011603622,8.09539387144342e-05,9.0927579748934e-06
"0.91",0.999999999999732,0.999999999752239,0.999999960978593,0.325045707262951,0.121794564060512,0.036981970409303,0.000748060485107782,8.67159977631093e-05,9.78567156928456e-06
"0.92",0.999999999999921,0.999999999911119,0.999999983632497,0.345797780129174,0.133160600709451,0.0414307990450762,0.000796614253407268,9.28792527691291e-05,1.05309058785474e-05
"0.93",0.999999999999977,0.999999999968987,0.999999993309999,0.367093495217848,0.14527856861802,0.0463218358740484,0.000848185393466316,9.94708463050165e-05,1.13323573759372e-05
"0.94",0.999999999999994,0.999999999989476,0.999999997335935,0.3888765338411,0.158161711247921,0.0516855895798536,0.000902951103907257,0.000106519679571315,1.21942060459235e-05
"0.95",0.999999999999998,0.999999999996528,0.999999998966643,0.411085411031726,0.171819222358105,0.057552856588946,0.000961098137313932,0.000114056519228689,1.31209352970396e-05
"0.96",1,0.999999999998886,0.999999999609648,0.433653936306553,0.186255845238175,0.0639544577076644,0.00102282324826364,0.000122114110105764,1.41173532025585e-05
"0.97",1,0.999999999999653,0.999999999856426,0.456511757927218,0.201471499932535,0.0709209443727781,0.00108833365729999,0.000130727294053612,1.51886151512626e-05
"0.98",1,0.999999999999895,0.999999999948592,0.479584984321784,0.217460947084881,0.0784822757519781,0.00115784753103532,0.000139933135227865,1.6340247995239e-05
"0.99",1,0.999999999999969,0.999999999982084,0.502796874401351,0.234213497011,0.0866674686578129,0.00123159447853516,0.000149771052087799,1.75781757849602e-05
"1",1,0.999999999999991,0.999999999993924,0.526068586700765,0.251712772375709,0.0955042230093769,0.00130981606410807,0.000160282956408797,1.89087471881288e-05
"1.01",1,0.999999999999998,0.999999999997995,0.549319975650107,0.269936532394441,0.105018526375363,0.00139276633658614,0.00017151339961452,2.03387646944275e-05
"1.02",1,0.999999999999999,0.999999999999357,0.572470421899354,0.288856565795155,0.115234241941781,0.00148071237514003,0.00018350972674086,2.18755157103123e-05
"1.03",1,1,0.999999999999799,0.595439682522061,0.308438658862148,0.126172685047015,0.00157393485163004,0.000196322238353197,2.35268056578697e-05
"1.04",1,1,0.999999999999939,0.618148746157559,0.328642643747455,0.137852194193057,0.00167272860944534,0.000210004360745031,2.53009931946435e-05
"1.05",1,1,0.999999999999982,0.640520677747741,0.349422530893327,0.150287703150106,0.00177740325873554,0.000224612824752168,2.72070276772229e-05
"1.06",1,1,0.999999999999995,0.662481437505801,0.370726727883544,0.163490321396573,0.00188828378787931,0.000240207853525298,2.92544889995972e-05
"1.07",1,1,0.999999999999999,0.683960659129671,0.392498345363171,0.17746693065208,0.00200571119097948,0.000256853359606346,3.14536299406143e-05
"1.08",1,1,1,0.704892373039335,0.414675588872872,0.192219805641736,0.00213004311110754,0.000274617151663881,3.38154211648733e-05
"1.09",1,1,1,0.725215661557376,0.437192233579783,0.207746267452257,0.00226165449895477,0.000293571151243399,3.63515990242647e-05
"1.1",1,1,1,0.744875234437298,0.459978177000366,0.224038377882767,0.00240093828647581,0.000313791619894421,3.90747163189209e-05
"1.11",1,1,1,0.763821914932276,0.482960062955017,0.241082683037978,0.00254830607503065,0.000335359397039436,4.19981961780058e-05
"1.12",1,1,1,0.782013028636372,0.506061968223272,0.258860014045199,0.00270418883745616,0.000358360148952852,4.51363892335355e-05
"1.13",1,1,1,0.799412689559831,0.529206141737587,0.277345352191794,0.00286903763340574,0.000382884629216429,4.85046342646456e-05
"1.14",1,1,1,0.815991980252774,0.55231378471486,0.296507764974278,0.00304332433721355,0.000409028951021795,5.21193224984895e-05
"1.15",1,1,1,0.831729025195936,0.575305858927523,0.316310418529508,0.00322754237743905,0.000436894871687521,5.59979657605014e-05
"1.16",1,1,1,0.846608959060639,0.598103909402668,0.336710670694502,0.0034222074871515,0.000466590089756025,6.01592686791941e-05
"1.17",1,1,1,0.860623793731824,0.620630887243687,0.357660247534036,0.00362785846391289,0.000498228555033009,6.46232051522144e-05
"1.18",1,1,1,0.873772190120784,0.642811958020432,0.37910550461099,0.00384505793830381,0.000531930791926705,6.94110992947028e-05
"1.19",1,1,1,0.886059142707929,0.664575281286057,0.400987772587487,0.00407439314973179,0.000567824236436643,7.45457110963299e-05
"1.2",1,1,1,0.897495586399122,0.685852747256092,0.423243784974291,0.00431647672814039,0.000606043587133898,8.00513270224901e-05
"1.21",1,1,1,0.908097936610903,0.7065806575195,0.445806184037427,0.00457194748011747,0.000646731170466097,8.5953855805454e-05
"1.22",1,1,1,0.917887574491289,0.726700337823401,0.468604099072621,0.00484147117777933,0.000690037320703496,9.22809296761695e-05
"1.23",1,1,1,0.926890289817439,0.746158672451434,0.491563789521349,0.00512574134867516,0.000736120774833982,9.90620113010543e-05
"1.24",1,1,1,0.935135694385761,0.76490855145908,0.514609343778908,0.00542548006482801,0.000785149082693004,0.000106328506693787
"1.25",1,1,1,0.94265661863284,0.782909223987427,0.537663423085183,0.0057414387288911,0.000837299032598993,0.000114113884380429
"1.26",1,1,1,0.949488503817498,0.800126552991921,0.560648038640832,0.00607439885526218,0.00089275709274006,0.000122453801107425
"1.27",1,1,1,0.955668801386097,0.816533168932308,0.583485349097761,0.0064251728438558,0.000951719868536482,0.000131386234388242
"1.28",1,1,1,0.961236390174232,0.832108522208359,0.60609846486954,0.00679460474409399,0.00101439457617447,0.000140951622194296
"1.29",1,1,1,0.966231020914334,0.846838836327578,0.628412245322624,0.00718357100652678,0.00108099953247609,0.000151193010103023
"1.3",1,1,1,0.970692796170771,0.860716965891741,0.650354074861759,0.00759298121935381,0.00115176466123934,0.000162156206224395
"1.31",1,1,1,0.97466169236467,0.873742165429986,0.671854604221036,0.0080237788269647,0.0012269320161441,0.000173889944235617
"1.32",1,1,1,0.978177129032556,0.885919776833734,0.69284844391275,0.00847694182747682,0.0013067563202791,0.000186446054858735
"1.33",1,1,1,0.981277588937029,0.897260844619252,0.71327479775637,0.0089534834460947,0.00139150552230527,0.000199879646126555
"1.34",1,1,1,0.984000291161071,0.907781669421842,0.733078025684212,0.00945445278097545,0.00148146136921989,0.000214249292784796
"1.35",1,1,1,0.986380917912069,0.917503310988214,0.752208126564949,0.00998093541813827,0.00157691999563725,0.000229617235186996
"1.36",1,1,1,0.988453394472647,0.926451052467657,0.770621133556377,0.0105340540118144,0.0016781925294469,0.000246049588043085
"1.37",1,1,1,0.990249720591045,0.934653838007631,0.788279416444799,0.0111149688264961,0.00178560571365249,0.000263616559386892
"1.38",1,1,1,0.991799850624459,0.942143695544874,0.805151887492059,0.011724878236809,0.00189950254412918,0.000282392680133081
"1.39",1,1,1,0.993131618947348,0.948955156269772,0.821214109433577,0.0123650191812023,0.0020202429229742,0.00030245704459364
